transaction_id,amount,hour,distance_from_home,is_fraud,date,pipeline_run
TXN_20260327_172315_0085,23.86,17,17.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0086,34.09,18,3.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0087,50.42,11,5.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0088,18.75,19,10.79,0,2026-03-27,20260327_172315
TXN_20260327_172315_0089,75.37,16,0.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0090,196.23,20,14.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0091,66.81,16,3.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0092,714.26,3,45.4,1,2026-03-27,20260327_172315
TXN_20260327_172315_0093,29.73,14,4.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0094,64.61,21,13.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0095,46.32,17,1.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0096,70.88,8,1.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0097,40.7,17,7.79,0,2026-03-27,20260327_172315
TXN_20260327_172315_0098,151.26,16,43.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0099,20.29,18,37.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0100,69.72,21,34.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0101,90.38,11,6.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0102,21.85,8,1.13,0,2026-03-27,20260327_172315
TXN_20260327_172315_0103,118.76,14,11.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0104,76.69,18,2.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0105,15.43,19,1.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0106,161.84,19,6.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0107,57.11,15,17.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0108,43.9,12,11.78,0,2026-03-27,20260327_172315
TXN_20260327_172315_0109,32.1,21,2.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0110,46.13,8,10.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0111,13.27,16,11.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0112,23.58,11,5.83,0,2026-03-27,20260327_172315
TXN_20260327_172315_0113,4.18,16,1.1,0,2026-03-27,20260327_172315
TXN_20260327_172315_0114,104.41,9,17.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0115,34.68,19,4.65,0,2026-03-27,20260327_172315
TXN_20260327_172315_0116,158.01,13,9.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0117,126.14,21,4.94,0,2026-03-27,20260327_172315
TXN_20260327_172315_0118,29.94,14,22.1,0,2026-03-27,20260327_172315
TXN_20260327_172315_0119,20.96,18,4.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0120,43.56,20,0.35,0,2026-03-27,20260327_172315
TXN_20260327_172315_0121,12.26,20,0.3,0,2026-03-27,20260327_172315
TXN_20260327_172315_0122,41.41,18,0.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0123,406.68,4,93.53,1,2026-03-27,20260327_172315
TXN_20260327_172315_0124,145.65,8,12.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0125,49.51,15,1.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0126,229.96,8,10.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0127,252.37,16,3.61,0,2026-03-27,20260327_172315
TXN_20260327_172315_0128,9.2,19,14.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0129,18.76,11,1.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0130,57.02,19,31.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0131,22.29,17,5.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0132,141.41,13,10.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0133,28.89,20,3.83,0,2026-03-27,20260327_172315
TXN_20260327_172315_0134,32.03,16,8.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0135,50.1,17,10.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0136,84.94,11,28.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0137,32.89,21,19.32,0,2026-03-27,20260327_172315
TXN_20260327_172315_0138,35.25,11,62.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0139,20.99,15,10.97,0,2026-03-27,20260327_172315
TXN_20260327_172315_0140,55.72,12,6.79,0,2026-03-27,20260327_172315
TXN_20260327_172315_0141,56.44,13,1.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0142,222.74,21,25.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0143,35.92,15,1.82,0,2026-03-27,20260327_172315
TXN_20260327_172315_0144,112.21,9,1.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0145,46.92,20,10.88,0,2026-03-27,20260327_172315
TXN_20260327_172315_0146,61.96,14,11.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0147,81.07,21,0.98,0,2026-03-27,20260327_172315
TXN_20260327_172315_0148,8.86,12,1.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0149,37.03,16,2.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0150,192.32,15,7.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0151,308.86,21,6.53,0,2026-03-27,20260327_172315
TXN_20260327_172315_0152,48.31,21,13.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0153,272.09,8,2.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0154,77.97,14,17.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0155,28.53,14,4.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0156,12.61,20,2.64,0,2026-03-27,20260327_172315
TXN_20260327_172315_0157,11.52,12,0.35,0,2026-03-27,20260327_172315
TXN_20260327_172315_0158,151.07,11,7.94,0,2026-03-27,20260327_172315
TXN_20260327_172315_0159,49.99,17,6.21,0,2026-03-27,20260327_172315
TXN_20260327_172315_0160,59.25,10,10.64,0,2026-03-27,20260327_172315
TXN_20260327_172315_0161,685.35,21,61.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0162,142.51,9,14.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0163,43.47,9,9.82,0,2026-03-27,20260327_172315
TXN_20260327_172315_0164,57.58,14,7.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0165,10.42,11,4.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0166,60.0,17,0.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0167,94.44,12,0.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0168,19.15,14,0.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0169,41.78,17,10.19,0,2026-03-27,20260327_172315
TXN_20260327_172315_0170,64.28,16,2.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0171,146.1,10,5.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0172,138.35,18,44.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0173,8474.86,1,77.02,1,2026-03-27,20260327_172315
TXN_20260327_172315_0174,75.94,10,24.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0175,95.6,10,6.22,0,2026-03-27,20260327_172315
TXN_20260327_172315_0176,53.56,18,4.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0177,98.67,10,11.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0178,27.28,17,16.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0179,44.37,8,11.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0180,100.11,20,3.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0181,51.54,21,10.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0182,74.85,12,3.13,0,2026-03-27,20260327_172315
TXN_20260327_172315_0183,182.19,9,16.39,0,2026-03-27,20260327_172315
TXN_20260327_172315_0184,114.25,20,2.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0185,87.12,14,16.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0186,75.58,9,20.87,0,2026-03-27,20260327_172315
TXN_20260327_172315_0187,89.02,20,15.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0188,452.24,0,40.29,1,2026-03-27,20260327_172315
TXN_20260327_172315_0189,469.62,8,9.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0190,73.85,18,20.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0191,6.22,15,2.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0192,27.78,20,8.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0193,172.13,11,2.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0194,22.35,17,1.65,0,2026-03-27,20260327_172315
TXN_20260327_172315_0195,470.78,15,41.39,0,2026-03-27,20260327_172315
TXN_20260327_172315_0196,23.24,17,19.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0197,16.61,13,19.24,0,2026-03-27,20260327_172315
TXN_20260327_172315_0198,25.16,20,7.85,0,2026-03-27,20260327_172315
TXN_20260327_172315_0199,261.55,8,5.21,0,2026-03-27,20260327_172315
TXN_20260327_172315_0200,51.63,8,23.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0201,19.0,10,13.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0202,18.45,15,0.19,0,2026-03-27,20260327_172315
TXN_20260327_172315_0203,64.14,12,5.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0204,37.67,13,1.51,0,2026-03-27,20260327_172315
TXN_20260327_172315_0205,40.64,11,3.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0206,111.96,16,3.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0207,174.25,21,10.49,0,2026-03-27,20260327_172315
TXN_20260327_172315_0208,303.98,21,33.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0209,48.15,18,27.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0210,278.65,18,2.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0211,26.27,9,6.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0212,83.07,20,8.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0213,69.59,13,9.68,0,2026-03-27,20260327_172315
TXN_20260327_172315_0214,33.78,20,6.72,0,2026-03-27,20260327_172315
TXN_20260327_172315_0215,1591.71,2,261.5,1,2026-03-27,20260327_172315
TXN_20260327_172315_0216,18.27,19,0.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0217,85.45,9,2.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0218,74.46,17,6.98,0,2026-03-27,20260327_172315
TXN_20260327_172315_0219,113.55,20,3.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0220,235.33,14,9.6,0,2026-03-27,20260327_172315
TXN_20260327_172315_0221,37.42,11,14.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0222,13.62,12,8.51,0,2026-03-27,20260327_172315
TXN_20260327_172315_0223,350.68,14,6.3,0,2026-03-27,20260327_172315
TXN_20260327_172315_0224,33.68,21,7.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0225,22.74,11,4.88,0,2026-03-27,20260327_172315
TXN_20260327_172315_0226,31.97,18,10.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0227,3016.6,3,160.96,1,2026-03-27,20260327_172315
TXN_20260327_172315_0228,37.83,20,0.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0229,47.19,21,2.68,0,2026-03-27,20260327_172315
TXN_20260327_172315_0230,80.44,20,0.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0231,5.88,12,1.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0232,35.67,15,0.61,0,2026-03-27,20260327_172315
TXN_20260327_172315_0233,81.1,20,18.39,0,2026-03-27,20260327_172315
TXN_20260327_172315_0234,41.17,18,0.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0235,30.4,21,6.93,0,2026-03-27,20260327_172315
TXN_20260327_172315_0236,15.94,17,23.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0237,204.1,19,7.22,0,2026-03-27,20260327_172315
TXN_20260327_172315_0238,9.97,15,13.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0239,24.73,13,3.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0240,44.03,13,61.94,0,2026-03-27,20260327_172315
TXN_20260327_172315_0241,56.14,15,21.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0242,954.93,0,143.6,1,2026-03-27,20260327_172315
TXN_20260327_172315_0243,69.48,11,2.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0244,12.1,16,21.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0245,63.47,21,15.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0246,58.28,15,7.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0247,3667.21,5,122.51,1,2026-03-27,20260327_172315
TXN_20260327_172315_0248,14.39,9,1.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0249,145.6,19,26.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0250,140.64,10,0.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0251,187.04,18,5.28,0,2026-03-27,20260327_172315
TXN_20260327_172315_0252,71.83,18,15.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0253,221.79,13,41.06,0,2026-03-27,20260327_172315
TXN_20260327_172315_0254,40.78,18,18.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0255,113.26,14,21.83,0,2026-03-27,20260327_172315
TXN_20260327_172315_0256,64.68,12,2.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0257,160.01,10,0.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0258,55.97,18,28.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0259,421.91,10,9.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0260,3146.63,5,21.31,1,2026-03-27,20260327_172315
TXN_20260327_172315_0261,43.38,18,5.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0262,22.21,21,6.71,0,2026-03-27,20260327_172315
TXN_20260327_172315_0263,29.83,11,12.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0264,33.74,14,13.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0265,52.31,9,0.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0266,83.25,19,2.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0267,73.85,16,33.82,0,2026-03-27,20260327_172315
TXN_20260327_172315_0268,75.53,17,10.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0269,39.33,17,12.31,0,2026-03-27,20260327_172315
TXN_20260327_172315_0270,46.51,15,6.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0271,29.47,18,14.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0272,173.2,20,26.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0273,72.53,10,5.24,0,2026-03-27,20260327_172315
TXN_20260327_172315_0274,101.6,12,3.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0275,26.02,18,24.18,0,2026-03-27,20260327_172315
TXN_20260327_172315_0276,14.28,10,0.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0277,21.52,16,2.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0278,171.18,15,11.76,0,2026-03-27,20260327_172315
TXN_20260327_172315_0279,116.17,10,8.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0280,47.76,15,4.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0281,248.32,18,7.11,0,2026-03-27,20260327_172315
TXN_20260327_172315_0282,18.56,15,13.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0283,141.44,21,15.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0284,86.89,10,12.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0285,40.98,20,8.11,0,2026-03-27,20260327_172315
TXN_20260327_172315_0286,57.91,15,19.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0287,67.3,18,3.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0288,358.72,18,2.81,0,2026-03-27,20260327_172315
TXN_20260327_172315_0289,77.05,14,9.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0290,398.98,9,4.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0291,7.11,9,11.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0292,26.22,12,1.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0293,28.54,18,40.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0294,63.09,19,0.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0295,53.73,8,6.82,0,2026-03-27,20260327_172315
TXN_20260327_172315_0296,102.29,20,9.87,0,2026-03-27,20260327_172315
TXN_20260327_172315_0297,58.14,16,1.81,0,2026-03-27,20260327_172315
TXN_20260327_172315_0298,21.2,13,19.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0299,25.73,11,4.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0300,5.58,17,25.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0301,45.17,16,7.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0302,228.57,12,6.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0303,36.16,9,8.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0304,8.56,14,5.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0305,28.9,21,1.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0306,105.13,13,10.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0307,13.75,8,7.21,0,2026-03-27,20260327_172315
TXN_20260327_172315_0308,115.99,19,5.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0309,19.91,13,18.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0310,23.32,14,5.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0311,132.8,8,4.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0312,43.53,13,4.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0313,28.97,11,0.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0314,59.36,8,0.57,0,2026-03-27,20260327_172315
TXN_20260327_172315_0315,15.96,19,9.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0316,87.62,21,3.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0317,23.82,15,4.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0318,63.7,9,1.93,0,2026-03-27,20260327_172315
TXN_20260327_172315_0319,42.14,8,40.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0320,15.61,14,10.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0321,53.99,18,5.22,0,2026-03-27,20260327_172315
TXN_20260327_172315_0322,240.59,12,3.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0323,60.77,9,0.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0324,31.88,12,38.9,0,2026-03-27,20260327_172315
TXN_20260327_172315_0325,13.15,15,0.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0326,142.19,10,0.85,0,2026-03-27,20260327_172315
TXN_20260327_172315_0327,71.91,4,76.23,1,2026-03-27,20260327_172315
TXN_20260327_172315_0328,60.44,16,1.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0329,29.12,20,1.87,0,2026-03-27,20260327_172315
TXN_20260327_172315_0330,11.66,18,11.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0331,203.09,9,6.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0332,7.85,16,2.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0333,78.01,13,10.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0334,35.07,18,45.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0335,148.1,13,3.4,0,2026-03-27,20260327_172315
TXN_20260327_172315_0336,151.88,20,8.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0337,61.0,15,14.61,0,2026-03-27,20260327_172315
TXN_20260327_172315_0338,14.78,8,5.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0339,12.57,14,4.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0340,61.7,19,1.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0341,2014.22,1,356.67,1,2026-03-27,20260327_172315
TXN_20260327_172315_0342,592.39,3,122.17,1,2026-03-27,20260327_172315
TXN_20260327_172315_0343,60.54,10,5.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0344,208.6,13,23.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0345,41.75,20,3.26,0,2026-03-27,20260327_172315
TXN_20260327_172315_0346,63.43,20,38.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0347,169.48,21,19.44,0,2026-03-27,20260327_172315
